ADDRESSCOUNTRYCODE,ADDRESSSTATECODE,CITY,LASTUPDATEDDATE,POSTALCODE,RECAREAADDRESSID,RECAREAADDRESSTYPE,RECAREAID,RECAREASTREETADDRESS1,RECAREASTREETADDRESS2,RECAREASTREETADDRESS3
"USA","CA"," Barstow","2011-08-08"," 92311","5805","","13461"," Barstow Field Office","2601 Barstow Road",""
"USA","CA"," Ridgecrest","2011-08-08"," 93555","5806","","13462"," Ridgecrest Field Office","300 S. Richmond Rd.",""
"USA","AZ"," Lake Havasu City","2011-07-19"," 86406","5809","","13465"," Lake Havasu Field Office","2610 Sweetwater Avenue",""
"USA","UT","St. George","2012-04-13","84790","5810","","13466","Saint George Field Office ","345 East Riverside Drive",""
"USA","CA"," Barstow","2011-08-08"," 92311","5813","","13468"," Barstow Field Office","2601 Barstow Road",""
"USA","CA"," Palm Springs","2011-08-09"," 92262","5814","","13469"," Palm Springs South Coast Field Office","1201 Bird Center Drive",""
"USA","CA","Palm Springs ","2011-08-09","92262","5815","","13470"," Palm Springs South Coast Field Office","1201 Bird Center Drive",""
"USA","CA"," Arcata","2011-08-09","95521","5816","","13471"," Arcata Field Office","1695 Heindon Road ",""
"USA","CA"," Barstow","2011-08-09"," 92311","5817","","13472"," Barstow Field Office","2601 Barstow Road",""
"USA","NM"," Taos","2011-07-28"," 87571","5818","","13473","Taos Field Office","226 Cruz Alta Road",""
"USA","CA"," Ridgecrest","2011-08-09","93555","5819","","13474"," Ridgecrest Field Office","300 S. Richmond Rd.",""
"USA","CA"," Barstow","2011-08-09","92311","5820","","13475"," Barstow Field Office","2601 Barstow Road",""
"USA","CA"," Needles","2011-08-09"," 92363","5822","","13477"," Needles Field Office","1303 S. Highway 95",""
"USA","AZ","Phoenix","2012-09-18","85027","5823","","13478"," Phoenix District","Lower Sonoran Field Office","21605 N. 7th Avenue"
"USA","AZ"," Phoenix","2012-09-18","85027","5824","","13479"," Phoenix District","Lower Sonoran Field Office","21605 N. 7th Avenue"
"USA","UT","St. George","2011-08-04"," 84790","5825","","13480"," St. George Field Office","345 East Riverside Drive",""
"USA","OR"," Medford","2011-08-02"," 97504","5826","","13481"," Medford District Office","3040 Biddle Road",""
"USA","NV"," Ely ","2011-08-03","89301","5827","","13482"," Ely District Office","702 North Industrial Way, HC 33 Box 33500 ",""
"USA","CA"," Arcata","2011-08-09"," 95521","5828","","13483"," Arcata Field Office","1695 Heindon Road ",""
"USA","NV"," Winnemucca","2011-08-03"," 89445","5829","","13484"," Black Rock Field Office","5100 East Winnemucca Blvd.",""
"USA","AZ"," Phoenix","2012-09-18"," 85027","5830","","13485","Lower Sonoran Field Office"," Sonoran Desert National Monument","21605 N. 7th Avenue "
"USA","NV"," Las Vegas","2011-08-03"," 89130","5831","","13486"," Las Vegas Field Office","4701 North Torrey Pines Drive",""
"USA","CA"," Barstow","2011-08-09"," 92311","5832","","13487"," Barstow Field Office","2601 Barstow Road",""
"USA","NV"," Ely","2011-08-03","89301","5833","","13488"," Ely District Office","702 North Industrial Way, HC 33 Box 33500 ",""
"USA","OR"," Prineville","2011-08-02"," 97754","5834","","13489"," Prineville District Office","3050 N.E. 3rd Street","Prineville"
"USA","CA"," Needles","2011-08-09"," 92363","5835","","13490"," Needles Field Office","1303 S. Highway 95",""
"USA","OR"," Hines","2011-08-02"," 97738","5836","","13491"," Burns District ","28910 Hwy 20 West",""
"USA","CA"," Ridgecrest","2011-08-09"," 93555","5838","","13493"," Ridgecrest Field Office","300 S. Richmond Rd.",""
"USA","AZ"," Lake Havasu City","2012-09-18","86406","5839","","13494"," Lake Havasu Field Office","2610 Sweetwater Avenue",""
"USA","CA"," Ridgecrest","2011-08-09"," 93555","5840","","13495"," Ridgecrest Field Office","300 S. Richmond Rd.",""
"USA","OR"," Salem","2011-08-02"," 97306","5841","","1759"," Salem District Office","1717 Fabry Road, S.E.",""
"USA","AZ"," Phoenix","2012-09-18","85027","5842","","13496"," Lower Sonoran Field Office","Sonoran Desert National Monument","21605 North 7th Avenue"
"USA","UT"," St. George","2011-08-02"," 84790","5843","","13497"," St. George Field Office","345 East Riverside Drive",""
"USA","AZ"," Kingman","2012-09-18","  86401","5844","","13498"," Kingman Field Office","2775 Mission Boulevard",""
"USA","AZ"," Yuma","2012-09-18"," 85365","5845","","13499"," Yuma Field Office","255 East Gila Ridge Road",""
"USA","CA"," Needles","2011-08-09"," 92363","5846","","13500"," Needles Field Office","1303 S. Highway 95",""
"USA","NV"," Ely","2011-08-03","89301","5847","","13501"," Ely District Office","702 North Industrial Way, HC 33 Box 33500 ",""
"USA","AZ"," Kingman","2012-09-11","86401","5849","","13503"," Kingman Field Office","2755 Mission boulevard",""
"USA","AZ"," Kingman","2012-09-11"," 86401","5850","","13504"," Kingman Field Office","2755 Mission Boulevard",""
"USA","AZ"," Kingman","2012-09-11","86401","5851","","13505"," Kingman Field Office","2755 Mission Boulevard",""
"USA","NV"," Las  Vegas","2011-08-03","89130","5852","","13506"," Las Vegas Field Office","4701 North Torrey Pines Drive",""
"USA","NV"," Ely ","2011-08-03","89301","5853","","13507"," Ely District Office","702 North Industrial Way, HC 33 Box 33500 ",""
"USA","NM"," Albuquerque","2011-07-28"," 87107","5854","","13508"," Rio Puerco Field Office","435 Montano Road, NE",""
"USA","CA"," Needles","2011-08-09"," 92363","5855","","13509"," Needles Field Office","1303 S. Highway 95",""
"USA","AZ"," Tucson","2012-09-11","85756","5856","","13510"," Tucson Field Office","3201 East Universal Way",""
"USA","NV"," Ely","2011-08-03","89301","5857","","13511"," Ely District Office","702 North Industrial Way, HC 33 Box 33500",""
"USA","AZ"," Phoenix","2012-09-11"," 85027","5858","","13512"," Lower Sonoran Field Office","21605 North 7th Avenue",""
"USA","NV"," Ely","2011-08-03","89301","5859","","13513"," Ely District Office","702 North Industrial Way, HC 33 Box 33500 ",""
"USA","CO","Silt","2012-11-08","81652","5862","","1708","Bureau of Land Management","Colorado River Valley Field Office","2300 River Frontage Road"
"USA","OR","Roseburg","2011-08-02","97470","5867","","10032","Roseburg District Office","777 N.W. Garden Valley Boulevard",""
"USA","ID","Marsing","2011-08-03","83639","5868","","1814","Owyhee Field Office","20 First Avenue West",""
"USA","CA","Cedarville","2011-08-08","96104","5869","","13403","Surprise Field Office","602 Cressler Street, P.O. Box 460",""
"","FL","","2013-04-02","","10214","","13555","","",""
"","ME","","2013-04-02","","10215","","13556","","",""
"","AL","","2013-04-02","","10216","","13557","","",""
"","AK","","2013-04-02","","10217","","13558","","",""
"","CO","","2013-04-02","","10218","","13559","","",""
"","OH","","2013-04-02","","10219","","13560","","",""
"","CA","","2013-04-02","","10220","","13561","","",""
"","CA","","2013-04-02","","10221","","13562","","",""
"","AZ","","2013-04-02","","10222","","13563","","",""
"","FL","","2013-04-02","","10223","","13564","","",""
"","AR","","2013-04-02","","10224","","13565","","",""
"","CA","","2013-04-02","","10225","","13566","","",""
"","SC","","2013-04-02","","10226","","13567","","",""
"","MN","","2013-04-02","","10227","","13568","","",""
"","CA","","2013-04-02","","10229","","13570","","",""
"","NV","","2013-04-02","","10230","","13570","","",""
"","MT","","2013-04-02","","10231","","13571","","",""
"","WY","","2013-04-02","","10232","","13571","","",""
"","MT","","2013-04-02","","10233","","13572","","",""
"","WY","","2013-04-02","","10234","","13573","","",""
"","UT","","2013-04-02","","10235","","13574","","",""
"","FL","","2013-04-02","","10236","","13575","","",""
"","UT","","2013-04-02","","10237","","13576","","",""
"","CA","","2013-04-02","","10238","","13577","","",""
"","WY","","2013-04-02","","10239","","13578","","",""
"","MT","","2013-04-02","","10240","","13579","","",""
"","MT","","2013-04-02","","10241","","13580","","",""
"","VA","","2013-04-02","","10242","","13581","","",""
"","NM","","2013-04-02","","10243","","13582","","",""
"","NV","","2013-04-02","","10244","","13583","","",""
"","AZ","","2013-04-02","","10245","","611","","",""
"","MI","","2013-04-02","","10246","","13584","","",""
"","MO","","2013-04-02","","10247","","13585","","",""
"","OR","","2013-04-02","","10248","","13586","","",""
"","DE","","2013-04-02","","10254","","13589","","",""
"","CA","","2013-04-02","","10255","","13590","","",""
"","NV","","2013-04-02","","10256","","13590","","",""
"","WY","","2013-04-02","","10257","","13591","","",""
"","UT","","2013-04-02","","10258","","13592","","",""
"","CO","","2013-04-02","","10259","","13593","","",""
"","NV","","2013-04-02","","10260","","13594","","",""
"","CA","","2013-04-02","","10261","","13595","","",""
"","OR","","2013-04-02","","10262","","13596","","",""
"","UT","","2013-04-02","","10263","","13597","","",""
"","NM","","2013-04-02","","10264","","13598","","",""
"","NC","","2013-04-02","","10265","","13599","","",""
"","TN","","2013-04-02","","10266","","13599","","",""
"","NC","","2013-04-02","","10267","","13600","","",""
"","TN","","2013-04-02","","10268","","13601","","",""
"","SC","","2013-04-02","","10269","","13602","","",""
"","OK","","2013-04-02","","10270","","13603","","",""
"","MD","","2013-04-02","","10271","","13604","","",""
"","CA","","2013-04-02","","10272","","13605","","",""
"","WA","","2013-04-02","","10273","","13606","","",""
"","OR","","2013-04-02","","10274","","13607","","",""
"","NV","","2013-04-02","","10275","","13608","","",""
"","WY","","2013-04-02","","10276","","13609","","",""
"","WV","","2013-04-02","","10277","","13610","","",""
"","VA","","2013-04-02","","10278","","13611","","",""
"","CO","","2013-04-02","","10279","","13612","","",""
"","MA","","2013-04-02","","10280","","13613","","",""
"","NH","","2013-04-02","","10281","","13613","","",""
"","VT","","2013-04-02","","10282","","13613","","",""
"","MA","","2013-04-02","","10283","","13614","","",""
"","NH","","2013-04-02","","10284","","13615","","",""
"","VT","","2013-04-02","","10285","","13616","","",""
"","CT","","2013-04-02","","10286","","13617","","",""
"","MI","","2013-04-02","","10287","","13618","","",""
"","AZ","","2013-04-02","","10288","","13619","","",""
"","WA","","2013-04-02","","10289","","13620","","",""
"","KY","","2013-04-02","","10290","","13621","","",""
"","OH","","2013-04-02","","10291","","13622","","",""
"","OR","","2013-04-02","","10292","","13623","","",""
"","LA","","2013-04-02","","10293","","13624","","",""
"","AR","","2013-04-02","","10294","","13625","","",""
"","MO","","2013-04-02","","10295","","13625","","",""
"","AR","","2013-04-02","","10296","","13626","","",""
"","MO","","2013-04-02","","10297","","13627","","",""
"","CA","","2013-04-02","","10298","","13628","","",""
"","NJ","","2013-04-02","","10299","","13629","","",""
"","OR","","2013-04-02","","10300","","13630","","",""
"","CO","","2013-04-02","","10301","","13631","","",""
"","UT","","2013-04-02","","10302","","13631","","",""
"","CO","","2013-04-02","","10303","","13632","","",""
"","UT","","2013-04-02","","10304","","13633","","",""
"","TN","","2013-04-02","","10305","","13634","","",""
"","CA","","2013-04-02","","10306","","13635","","",""
"","UT","","2013-04-02","","10307","","13636","","",""
"","MN","","2013-04-02","","10308","","13637","","",""
"","SC","","2013-04-02","","10309","","13638","","",""
"","NM","","2013-04-02","","10310","","13639","","",""
"","OR","","2013-04-02","","10311","","13640","","",""
"","CA","","2013-04-02","","10312","","13641","","",""
"","OR","","2013-04-02","","10313","","13641","","",""
"","NM","","2013-04-02","","10314","","13642","","",""
"","UT","","2013-04-02","","10315","","13643","","",""
"","CA","","2013-04-02","","10316","","13644","","",""
"","UT","","2013-04-02","","10317","","13645","","",""
"","UT","","2013-04-02","","10318","","13646","","",""
"","CO","","2013-04-02","","10319","","13647","","",""
"","KS","","2013-04-02","","10320","","13648","","",""
"","FL","","2013-04-02","","10321","","13649","","",""
"","FL","","2013-04-02","","10322","","13650","","",""
"","NC","","2013-04-02","","10323","","13651","","",""
"","NC","","2013-04-02","","10324","","13652","","",""
"","NV","","2013-04-02","","10325","","13653","","",""
"","AZ","","2013-04-02","","10326","","13654","","",""
"","CO","","2013-04-02","","10327","","13655","","",""
"","OR","","2013-04-02","","10328","","13656","","",""
"","MT","","2013-04-02","","10329","","13657","","",""
"","AK","","2013-04-02","","10330","","13658","","",""
"","NM","","2013-04-02","","10332","","13659","","",""
"","MO","","2013-04-02","","10333","","13660","","",""
"","AK","","2013-04-02","","10334","","13661","","",""
"","CO","","2013-04-02","","10335","","13662","","",""
"","NV","","2013-04-02","","10336","","13663","","",""
"","CO","","2013-04-02","","10337","","13664","","",""
"","MN","","2013-04-02","","10338","","13665","","",""
"","OR","","2013-04-02","","10339","","1176","","",""
"","WI","","2013-04-02","","10340","","13666","","",""
"","NY","","2013-04-02","","10341","","13667","","",""
"","PA","","2013-04-02","","10342","","13667","","",""
"","NY","","2013-04-02","","10343","","13668","","",""
"","PA","","2013-04-02","","10344","","13669","","",""
"","AR","","2013-04-02","","10345","","13670","","",""
"","IL","","2013-04-02","","10346","","13670","","",""
"","IA","","2013-04-02","","10347","","13670","","",""
"","KY","","2013-04-02","","10348","","13670","","",""
"","LA","","2013-04-02","","10349","","13670","","",""
"","MN","","2013-04-02","","10350","","13670","","",""
"","MS","","2013-04-02","","10351","","13670","","",""
"","MO","","2013-04-02","","10352","","13670","","",""
"","TN","","2013-04-02","","10353","","13670","","",""
"","WI","","2013-04-02","","10354","","13670","","",""
"","AR","","2013-04-02","","10355","","13671","","",""
"","IL","","2013-04-02","","10356","","13672","","",""
"","IA","","2013-04-02","","10357","","13673","","",""
"","KY","","2013-04-02","","10358","","13674","","",""
"","LA","","2013-04-02","","10359","","13675","","",""
"","MN","","2013-04-02","","10360","","13676","","",""
"","MS","","2013-04-02","","10361","","13677","","",""
"","TN","","2013-04-02","","10362","","13678","","",""
"","WI","","2013-04-02","","10363","","13679","","",""
"","NM","","2013-04-02","","10364","","1806","","",""
"","CO","","2013-04-02","","10365","","13680","","",""
"","MN","","2013-04-02","","10366","","13681","","",""
"","AK","","2013-04-02","","10367","","13682","","",""
"","AZ","","2013-04-02","","10368","","13683","","",""
"","MD","","2013-04-02","","10369","","13684","","",""
"","OR","","2013-04-02","","10370","","13685","","",""
"","WI","","2013-04-02","","10371","","13686","","",""
"","WV","","2013-04-02","","10372","","13687","","",""
"","VA","","2013-04-02","","10373","","13688","","",""
"","CO","","2013-04-02","","10374","","13689","","",""
"","MN","","2013-04-02","","10375","","13690","","",""
"","OR","","2013-04-02","","10376","","13691","","",""
"","IL","","2013-04-02","","10377","","13692","","",""
"","IN","","2013-04-02","","10378","","13692","","",""
"","MD","","2013-04-02","","10379","","13692","","",""
"","OH","","2013-04-02","","10380","","13692","","",""
"","PA","","2013-04-02","","10381","","13692","","",""
"","WV","","2013-04-02","","10382","","13692","","",""
"","IL","","2013-04-02","","10383","","13693","","",""
"","IN","","2013-04-02","","10384","","13694","","",""
"","MD","","2013-04-02","","10385","","13695","","",""
"","OH","","2013-04-02","","10386","","13696","","",""
"","PA","","2013-04-02","","10387","","13697","","",""
"","WV","","2013-04-02","","10388","","13698","","",""
"","AZ","","2013-04-02","","10389","","13699","","",""
"","IL","","2013-04-02","","10390","","13699","","",""
"","NM","","2013-04-02","","10391","","13699","","",""
"","OK","","2013-04-02","","10392","","13699","","",""
"","AZ","","2013-04-02","","10393","","13700","","",""
"","IL","","2013-04-02","","10394","","13701","","",""
"","NM","","2013-04-02","","10395","","13702","","",""
"","OK","","2013-04-02","","10396","","13703","","",""
"","UT","","2013-04-02","","10397","","13704","","",""
"","IL","","2013-04-02","","10398","","13705","","",""
"","IN","","2013-04-02","","10399","","13706","","",""
"","FL","","2013-04-02","","10400","","13707","","",""
"","ID","","2013-04-02","","10401","","13708","","",""
"","WA","","2013-04-02","","10402","","13708","","",""
"","ID","","2013-04-02","","10403","","13709","","",""
"","WA","","2013-04-02","","10404","","13710","","",""
"","CA","","2013-04-02","","10405","","13711","","",""
"","MD","","2013-04-02","","10407","","13713","","",""
"","PA","","2013-04-02","","10408","","13713","","",""
"","VA","","2013-04-02","","10409","","13713","","",""
